"","Estimate","Std..Error","t.value","Pr...t.."
"S2_04_B4()",-8.18409481130012,4.34750041441637,-1.88248281337974,0.0650645269668375
"S2_14_ExR",34.0379458400698,9.87041825929129,3.448480595848,0.00108873763644316
"S2_15_ExB",-28.599848922916,12.7109979194046,-2.25000815075704,0.0284693280331433
"S2_51__ACP_1",-3.32005737919616,1.19649251061177,-2.77482504048321,0.00753094217149324
"S2_52__ACP_2",-3.14698947194751,0.873056730362774,-3.60456470066942,0.000673797383400153
