"","Estimate","Std..Error","t.value","Pr...t.."
"S2_04_B4()",-55.9942519694506,26.1267606706984,-2.14317621212985,0.0366215946642035
"S2_14_ExR",113.92656952766,39.8119723940608,2.8616158074262,0.00598467710013306
"S2_15_ExB",-30.8185602921987,33.570723162938,-0.91801895784665,0.36269121157345
"S2_30_MSAVI",7.0050616939502,3.22146679716967,2.17449445702956,0.0340683559716598
"S2_43_SCI",0.049141906949059,0.0195486768696529,2.51382266312592,0.0149570972915157
"S2_53__ACP_3",29.6949778377697,9.79888268067393,3.03044528702607,0.00374367056815223
