"ID","pH","CE","MO","N","P","K","Ca","Mg","Al","CICe","BT","SAl","Arena","Limo","Arcilla","S2_01_B1","S2_02_B2","S2_03_B3","S2_04_B4","S2_05_B5","S2_06_B6","S2_07_B7","S2_08_B8","S2_09_B9","S2_10_B11","S2_11_B12","S2_12_NGRDI","S2_13_ExG","S2_14_ExR","S2_15_ExB","S2_16_IKAW","S2_17_GRRI","S2_18_ExGR","S2_19_GBDI","S2_20_MGRVI","S2_21_RGBVI","S2_22_VDVI","S2_23_VARI","S2_24_RGRI","S2_25_NGBDI","S2_26_CIVE","S2_27_NDVI","S2_28_EVI","S2_29_SAVI","S2_30_MSAVI","S2_31_NDWI","S2_32_GNDVI","S2_33_OSAVI","S2_34_ARVI","S2_35_SIPI","S2_36_CGI","S2_37_RVI","S2_38_CVI","S2_39_CCCI","S2_40_RECI","S2_41_SVI","S2_42_SSI","S2_43_SCI","S2_44_SMI","S2_45_MDE","S2_46_slope","S2_47_aspect","S2_48_TPI","S2_49_TRI","S2_50_flowdir","S2_51__ACP_1","S2_52__ACP_2","S2_53__ACP_3","coords.x1","coords.x2","optional"
21,"4.72","0.18","1.61","0.08","0.89","0.16","0.91","0.25","4.5","5.82","1.32","77.33","23.91","33.58","42.5",0.0239000003784895,0.0507999993860722,0.0763000026345253,0.0738999992609024,0.111599996685982,0.205400004982948,0.246999993920326,0.242500007152557,0.35139998793602,0.25330001115799,0.169100001454353,0.0159786958247423,0.0278999991714954,0.0271600000560284,-0.00517999986186624,0.185244590044022,1.03247630596161,0.000739999988581985,0.0254999995231628,11.3381767272949,0.215915933251381,0.100613057613373,0.0241448692977428,0.968545198440552,0.20062942802906,18.7718658447266,0.532869756221771,0.203928589820862,0.309774607419968,0.279783844947815,-0.521329998970032,0.521329998970032,0.353904277086258,0.329857170581818,1.13701069355011,2.17824387550354,3.28146147727966,3.07827281951904,0.526621341705322,2.28146147727966,1.61451399326324,2.28146147727966,17.6555118560791,1.81148040294647,211.115921020508,6.53372383117676,181.279632568359,-0.30882602930069,0.936163365840912,4,-0.0147447055205703,-0.0276082754135132,0.00287580071017146,512572,9056671,TRUE
22,"5.22","0.08","1.61","0.08","1.65","0.19","3.46","0.46","0.3","4.41","4.11","6.8","45.91","29.58","24.5",0.0239000003784895,0.0292000006884336,0.0529000014066696,0.0280000008642673,0.0811000019311905,0.258599996566772,0.346199989318848,0.340400010347366,0.365799993276596,0.190200001001358,0.0857999995350838,0.307787388563156,0.0485999993979931,-0.0137000000104308,-0.012020000256598,-0.0209790207445621,1.8892856836319,0.0623000003397465,0.023700000718236,918.164428710938,0.547788858413696,0.298159509897232,0.481624752283096,0.529300570487976,0.288672357797623,18.7639427185059,0.847991287708282,0.452124565839767,0.53961306810379,0.554966688156128,-0.730994164943695,0.730994164943695,0.591218769550323,0.736842095851898,0.99615877866745,5.4347825050354,12.1571426391602,3.40593409538269,0.846113502979279,11.1571426391602,4.20766401290894,11.1571426391602,38.6520042419434,3.48670935630798,222,1.89742827415466,251.134002685547,-0.27557709813118,0.27557709813118,16,-0.195996329188347,-0.0249236039817333,0.00236231368035078,512821,9056154,TRUE
23,"4.6","0.1","2.02","0.1","4.06","0.14","0.82","0.07","3.1","4.12","1.02","75.29","57.91","13.58","28.5",0.030799999833107,0.0307000000029802,0.0615000016987324,0.0368999987840652,0.108000002801418,0.296900004148483,0.351799994707108,0.358000010251999,0.383899986743927,0.262800008058548,0.130400002002716,0.25,0.0553999990224838,-0.00984000042080879,-0.0185199994593859,0.0917159765958786,1.66666662693024,0.0652400031685829,0.030799999833107,470.031799316406,0.539039015769958,0.290661066770554,0.363367795944214,0.600000023841858,0.334056407213211,18.7608623504639,0.813117265701294,0.443594068288803,0.538216531276703,0.55146449804306,-0.706793785095215,0.706793785095215,0.578662812709808,0.680864870548248,1.01930856704712,4.82113838195801,9.70189666748047,3.49268293380737,0.810791373252869,8.70189666748047,3.63821148872375,8.70189666748047,29.8935680389404,3.11478686332703,220.258926391602,7.70178604125977,80.2861480712891,0.0890496224164963,1.05794334411621,1,-0.166876181960106,0.0644468888640404,-0.0242407768964767,512439,9056834,TRUE
24,"4.84","0.04","1.75","0.09","2.16","0.21","1.38","0.4","2.3","4.29","1.99","53.58","43.91","25.58","30.5",0.0417999997735023,0.0627999976277351,0.0952999964356422,0.0967999994754791,0.150999993085861,0.242400005459785,0.29229998588562,0.289799988269806,0.307099997997284,0.334699988365173,0.217299997806549,-0.00780843291431665,0.0309999994933605,0.0402199998497963,-0.00737999984994531,0.213032588362694,0.984504103660583,-0.00922000035643578,0.0324999988079071,-3.38596224784851,0.198075607419014,0.088520847260952,-0.0116009283810854,1.01573979854584,0.205566093325615,18.7698307037354,0.499224007129669,0.2060556858778,0.326528310775757,0.302168965339661,-0.505063593387604,0.505063593387604,0.353091835975647,0.291102170944214,1.17616581916809,2.04092335700989,2.99380159378052,3.08878684043884,0.491495549678802,1.99380159378052,1.50858926773071,1.99380159378052,13.7812337875366,1.73026061058044,221.200302124023,1.59895884990692,110.086151123047,-0.384463995695114,0.434539437294006,1,0.0227286349982023,0.0808200016617775,-0.00217882730066776,512309,9056967,TRUE
25,"5.21","0.1","1.61","0.08","1.14","0.26","0.72","0.23","0.4","1.62","1.22","24.73","66.13","15.15","18.72",0.0419999994337559,0.0526000000536442,0.0817999988794327,0.0813999995589256,0.135399997234344,0.238999992609024,0.281100004911423,0.277500003576279,0.230900004506111,0.306199997663498,0.1925999969244,0.00245098047889769,0.0296000000089407,0.0321599990129471,-0.0081599997356534,0.21492537856102,1.00491404533386,-0.00255999993532896,0.0292000006884336,1.47239637374878,0.219595953822136,0.0994623675942421,0.00361663661897182,0.995110034942627,0.217261910438538,18.771017074585,0.546391725540161,0.226925566792488,0.342472940683365,0.316732972860336,-0.544670164585114,0.544670164585114,0.377914816141129,0.33941975235939,1.14686381816864,2.39242053031921,3.40909099578857,3.37583160400391,0.53995019197464,2.40909099578857,1.70036768913269,2.40909099578857,15.8886156082153,1.84637236595154,223,2.4225435256958,338.163055419922,0.106415525078773,0.327437162399292,32,0.0301934145390987,0.011820325627923,0.00427133869379759,512640,9056425,TRUE
26,"4.79","0.13","2.42","0.12","2.54","0.25","1.67","0.59","1.2","3.71","2.51","32.36","58.13","15.15","26.72",0.0283000003546476,0.0285000000149012,0.0562000013887882,0.0248000007122755,0.0966000035405159,0.289099991321564,0.36039999127388,0.352600008249283,0.382299989461899,0.19140000641346,0.0833000019192696,0.387654334306717,0.0590999983251095,-0.0214799996465445,-0.0163000002503395,-0.0694183856248856,2.26612901687622,0.0805800035595894,0.0276999995112419,1309.29846191406,0.634278833866119,0.356668680906296,0.598095238208771,0.441281139850616,0.327036589384079,18.7593517303467,0.868574440479279,0.477800786495209,0.560405731201172,0.585529327392578,-0.725048899650574,0.725048899650574,0.609973967075348,0.7696772813797,0.98871260881424,5.27402114868164,14.2177419662476,2.76860737800598,0.866950809955597,13.2177419662476,4.35308647155762,13.2177419662476,43.1586570739746,3.77064204216003,219.580810546875,2.81575012207031,20.029260635376,0.191147312521935,0.400745064020157,64,-0.219829827547073,0.0032813276629895,0.00859838351607323,512427,9056601,TRUE
27,"5.2","0.06","1.75","0.09","1.65","0.13","1.86","0.48","0.5","2.97","2.47","16.84","58.13","19.15","22.72",0.031700000166893,0.0406999997794628,0.0671999976038933,0.0527000017464161,0.120700001716614,0.2449000030756,0.29229998588562,0.280499994754791,0.312999993562698,0.246800005435944,0.13230000436306,0.12093411386013,0.0410000011324883,0.00657999981194735,-0.010219999589026,0.128479659557343,1.27514231204987,0.0344199985265732,0.0264999996870756,138.620483398438,0.355959475040436,0.17998243868351,0.183080807328224,0.784226179122925,0.245597779750824,18.7666530609131,0.683673441410065,0.299429535865784,0.410105615854263,0.38860684633255,-0.613459885120392,0.613459885120392,0.461881577968597,0.505860269069672,1.05267775058746,3.17410707473755,5.32258081436157,3.27344417572021,0.679300665855408,4.32258081436157,2.33944964408875,4.32258081436157,22.5403938293457,2.30707192420959,224.580810546875,2.86240530014038,0,0.060603354126215,0.375,64,-0.0706108063459396,-0.0203625131398439,0.00570645136758685,512919,9056040,TRUE
28,"4.5","0.15","2.02","0.1","1.65","0.14","0.91","0.17","3.2","4.41","1.21","72.52","54.13","15.15","30.72",0.033100001513958,0.0465999990701675,0.063400000333786,0.0571999996900558,0.0869999974966049,0.202999994158745,0.253800004720688,0.235300004482269,0.299699991941452,0.2483000010252,0.167199999094009,0.0514096170663834,0.0230000000447035,0.0166800003498793,0.00184000004082918,0.102119460701942,1.1083916425705,0.00632000016048551,0.0167999994009733,56.8549690246582,0.202546566724777,0.0997398123145103,0.083783783018589,0.902208209037781,0.152727276086807,18.7742595672607,0.608888864517212,0.230938792228699,0.33709779381752,0.305804848670959,-0.575493812561035,0.575493812561035,0.393591165542603,0.422659605741501,1.05951714515686,2.71135640144348,4.11363649368286,3.34841632843018,0.603390276432037,3.11363625526428,1.95107793807983,3.11363625526428,21.7324104309082,2.02821016311646,229.419189453125,2.76963925361633,192.315093994141,-0.12587533891201,0.385548532009125,4,-0.00565144838765264,-0.0617300495505333,-0.00796730723232031,513236,9055922,TRUE
29,"5.9","1.8","3.8","0.15","1.78","0.33","4.28","0.19","1","6.2","4.8","16.04","66.94","18.47","14.6",0.0377000011503696,0.0603000000119209,0.0894000008702278,0.0953999981284142,0.147499993443489,0.250099986791611,0.295300006866455,0.264899998903275,0.35359999537468,0.290899991989136,0.175600007176399,-0.032467532902956,0.0230999998748302,0.0441600009799004,-0.00498000020161271,0.225433528423309,0.937106907367706,-0.021059999242425,0.0291000008583069,-15.2433853149414,0.162949666380882,0.0690582990646362,-0.0481927692890167,1.06711411476135,0.194388777017593,18.7734546661377,0.470441311597824,0.185080036520958,0.295536428689957,0.268843531608582,-0.495342940092087,0.495342940092087,0.325773596763611,0.260465115308762,1.20707964897156,1.96308720111847,2.77672958374023,3.16195225715637,0.463048189878464,1.77672958374023,1.43344151973724,1.77672958374023,14.2571897506714,1.6663521528244,235.522171020508,5.09833478927612,304.085052490234,0.135212585330009,0.679184079170227,32,-0.0265792869031429,0.0518102571368217,0.0179571490734816,513000,9056191,TRUE
30,"5.6","1.89","3.4","0.14","2.28","0.8","4.38","0.47","3.03","9.03","5.65","33.58","64.94","16.47","18.6",0.0333000011742115,0.0507999993860722,0.0934000015258789,0.0776999965310097,0.153999999165535,0.290800005197525,0.331900000572205,0.32710000872612,0.392100006341934,0.267500013113022,0.14640000462532,0.091759204864502,0.0582999996840954,0.0153799997642636,-0.0222800001502037,0.209338515996933,1.20205914974213,0.0429200008511543,0.0425999984145164,51.0051307678223,0.376963585615158,0.184903264045715,0.130507066845894,0.831905782222748,0.295423030853271,18.7584629058838,0.616106748580933,0.286758959293365,0.413461536169052,0.39664164185524,-0.555766940116882,0.555766940116882,0.441572248935699,0.417213588953018,1.10785889625549,2.50214123725891,4.20978116989136,2.91345167160034,0.610157132148743,3.20978116989136,1.91174757480621,3.20978116989136,15.9271821975708,2.05177521705627,233.200302124023,2.54339861869812,157.812469482422,-0.106934294104576,0.376616656780243,8,-0.117988020181656,0.0864149630069733,0.0239363461732864,513053,9056127,TRUE
31,"5.2","2.53","6.9","0.28","11.29","0.45","1.97","0.07","1","3.88","2.49","25.66","64.57","24.83","10.6",0.0263000000268221,0.0248000007122755,0.0456999987363815,0.0208999998867512,0.0772999972105026,0.270999997854233,0.35139998793602,0.326499998569489,0.3682000041008,0.178900003433228,0.0759000033140182,0.372372359037399,0.0456999987363815,-0.016440000385046,-0.0109799997881055,-0.0853391662240028,2.18660283088684,0.0621399991214275,0.0208999998867512,1810.51000976562,0.602333903312683,0.333333343267441,0.59330141544342,0.457330405712128,0.296453893184662,18.7654666900635,0.879677593708038,0.466450929641724,0.540948808193207,0.558354079723358,-0.75443309545517,0.75443309545517,0.602286159992218,0.787331461906433,0.987238228321075,6.14442014694214,15.6220092773438,3.26736068725586,0.878367066383362,14.6220092773438,4.90240240097046,14.6220092773438,50.9096755981445,3.95246887207031,225,2.09155774116516,293.978973388672,-0.306326746940613,0.306326746940613,64,-0.209035485982895,-0.0367426201701164,0.00337348692119122,513224,9055848,TRUE
32,"5","2.51","4.1","0.16","13.95","0.59","2.58","0.08","1.61","5.12","3.25","31.33","44.57","26.83","28.6",0.0515000000596046,0.0788000002503395,0.116599999368191,0.115199998021126,0.144199997186661,0.239600002765656,0.254400014877319,0.295199990272522,0.315699994564056,0.27250000834465,0.198100000619888,0.00603968929499388,0.0392000004649162,0.0446799993515015,-0.00627999985590577,0.187628865242004,1.01215279102325,-0.00547999981790781,0.0377999991178513,1.79861998558044,0.199256211519241,0.0917603000998497,0.00915032718330622,0.987993121147156,0.193449333310127,18.765323638916,0.438596487045288,0.174594551324844,0.296572923660278,0.273335039615631,-0.433705687522888,0.433705687522888,0.315568029880524,0.237590998411179,1.20222222805023,1.53173243999481,2.5625,2.50133419036865,0.42910498380661,1.5625,1.2735116481781,1.5625,12.0680894851685,1.60078108310699,233.522171020508,5.57981300354004,276.590515136719,0.392709136009216,0.751077234745026,16,0.00948802847415209,0.0433653518557549,0.0552275106310844,513309,9055873,TRUE
33,"4.9","1.87","3.7","0.15","13.07","0.67","2.43","0.38","1.2","4.96","3.48","24.17","56.57","26.68","16.75",0.0263999998569489,0.0254999995231628,0.0377000011503696,0.0234999991953373,0.0751999989151955,0.275099992752075,0.31580001115799,0.275099992752075,0.352899998426437,0.192399993538857,0.0935000032186508,0.232026144862175,0.0263999998569489,-0.00480000022798777,-0.0020000000949949,-0.0408163256943226,1.60425531864166,0.031199999153614,0.0121999997645617,1107.18786621094,0.406841725111008,0.212218642234802,0.397759109735489,0.623342156410217,0.19303797185421,18.7739372253418,0.842598795890808,0.391327351331711,0.472577005624771,0.46272200345993,-0.758951425552368,0.758951425552368,0.548626244068146,0.729574203491211,0.992050886154175,6.29708242416382,11.7063827514648,4.54857921600342,0.840911209583282,10.7063827514648,4.49509811401367,10.7063827514648,46.188232421875,3.42145919799805,222,1.06511092185974,159.679321289062,0.0498868450522423,0.219418317079544,8,-0.156919971108437,-0.0590125098824501,-0.00470070960000157,512837,9056369,TRUE
34,"5","1.04","1.8","0.07","8.75","0.35","1.49","0.07","0.79","3.1","1.91","25.52","78.57","8.68","12.75",0.0425999984145164,0.0533000007271767,0.060199998319149,0.0741000026464462,0.0913000032305717,0.108400002121925,0.126200005412102,0.137199997901917,0.158299997448921,0.296600013971329,0.293000012636185,-0.103499628603458,-0.00700000021606684,0.0435400009155273,0.0144199999049306,0.16326530277729,0.812415659427643,-0.0505400002002716,0.00689999992027879,-93.8126525878906,-0.0429770909249783,-0.0282485876232386,-0.171604931354523,1.23089706897736,0.0607929527759552,18.7871150970459,0.298627555370331,0.0796093940734863,0.133066222071648,0.108216218650341,-0.390070915222168,0.390070915222168,0.169943436980247,0.12488928437233,1.3296355009079,1.27906978130341,1.85155200958252,2.80530023574829,0.293148130178452,0.851551949977875,1.02159345149994,0.851551949977875,20.7839069366455,1.36071741580963,225.174545288086,7.2639307975769,102.82364654541,-0.0677712485194206,0.98551082611084,1,0.248148843646049,-0.14177705347538,-0.0293833035975695,512744,9056358,TRUE
35,"5.3","2.21","1.1","0.04","7.1","1.1","1.31","0.02","1.2","4.05","2.43","29.57","80.57","8.68","10.75",0.0441999994218349,0.0511000007390976,0.0604000017046928,0.0759999975562096,0.0935999974608421,0.111199997365475,0.13060000538826,0.131699994206429,0.162400007247925,0.305200010538101,0.293799996376038,-0.114369504153728,-0.00630000000819564,0.046000000089407,0.0111400000751019,0.195908740162849,0.794736862182617,-0.0522999987006187,0.00930000003427267,-100.980590820312,-0.0312596261501312,-0.0254134740680456,-0.182883933186531,1.25827813148499,0.0834080725908279,18.7869281768799,0.26817524433136,0.0706512108445168,0.118058502674103,0.0953746438026428,-0.371160864830017,0.371160864830017,0.151482179760933,0.0919952243566513,1.44703769683838,1.18046355247498,1.73289477825165,2.74362969398499,0.263252913951874,0.732894718647003,0.965542495250702,0.732894718647003,20.7509098052979,1.31639456748962,226,1.88899421691895,108.10188293457,0.118378780782223,0.273253113031387,1,0.250305622816086,-0.134459376335144,-0.0330317132174969,512727,9056299,TRUE
36,"5.1","3.06","1.5","0.06","3.81","0.93","1.66","0.01","1.2","4.1","2.6","29.24","76.57","10.68","12.75",0.0395999997854233,0.0432999990880489,0.0527000017464161,0.0705000013113022,0.0900000035762787,0.118000000715256,0.151899993419647,0.135399997234344,0.206499993801117,0.291900008916855,0.25789999961853,-0.144480526447296,-0.00839999970048666,0.046000000089407,0.00791999977082014,0.239015817642212,0.747517704963684,-0.0544000007212162,0.00939999986439943,-158.866104125977,-0.0472320467233658,-0.0383211672306061,-0.222778469324112,1.33776092529297,0.0979166701436043,18.7882900238037,0.315201550722122,0.0861588269472122,0.137909054756165,0.112013757228851,-0.439659744501114,0.439659744501114,0.177370861172676,0.117923051118851,1.41910636425018,1.56926000118256,1.92056739330292,3.43705558776855,0.31059667468071,0.920567393302917,1.09902596473694,0.920567393302917,21.5699214935303,1.38584542274475,226.218887329102,3.5083692073822,234.640579223633,-0.112302720546722,0.465309709310532,16,0.195625677704811,-0.133298397064209,-0.0363629572093487,512683,9056301,TRUE
37,"5.2","1.33","2.6","0.1","13.07","0.88","1.31","0.04","1.2","3.71","2.23","32.33","63.32","23.93","12.75",0.0326999984681606,0.0494999997317791,0.0847000032663345,0.0898000001907349,0.140100002288818,0.252000004053116,0.290699988603592,0.285199999809265,0.319499999284744,0.283600002527237,0.168500006198883,-0.0292263608425856,0.0300999991595745,0.0410199984908104,-0.0153999999165535,0.289303660392761,0.943207144737244,-0.0109200002625585,0.0351999998092651,-15.3831796646118,0.234869211912155,0.0975056663155556,-0.0408000014722347,1.06021249294281,0.262295067310333,18.7709712982178,0.521066665649414,0.222525909543037,0.33497142791748,0.310079962015152,-0.542038381099701,0.542038381099701,0.365233659744263,0.301574945449829,1.20624363422394,2.36717820167542,3.17594647407532,3.5699245929718,0.514962494373322,2.17594647407532,1.63438391685486,2.17594647407532,14.6421689987183,1.78211855888367,214.102981567383,7.21876239776611,322.549530029297,0.00786796398460865,0.953144490718842,32,-0.0312041230499744,0.0343972370028496,0.0144052999094129,512638,9056523,TRUE
38,"5.1","1.69","2.9","0.12","2.28","0.31","1.16","0.01","1","2.78","1.48","35.83","71.32","17.27","11.4",0.033100001513958,0.0489000007510185,0.0807999968528748,0.0715999975800514,0.136700004339218,0.256999999284744,0.308800011873245,0.314000010490417,0.334699988365173,0.287400007247925,0.163800001144409,0.0603674538433552,0.0410999990999699,0.0194400008767843,-0.0123399998992682,0.188381746411324,1.12849164009094,0.0216600000858307,0.0318999998271465,41.8913192749023,0.301838099956512,0.145693019032478,0.0888888910412788,0.886138617992401,0.24595220386982,18.7661533355713,0.628630697727203,0.287156164646149,0.410569101572037,0.392341375350952,-0.590678811073303,0.590678811073303,0.44428151845932,0.434103935956955,1.09364688396454,2.88613867759705,4.38547468185425,3.44365739822388,0.622974097728729,3.38547492027283,2.06036734580994,3.38547492027283,17.1511936187744,2.09415245056152,217,2.81578707695007,296.472778320312,0.0808384194970131,0.367671430110931,32,-0.0624957755208015,0.0515124462544918,-0.000487093580886722,512560,9056441,TRUE
39,"5.4","3.8","3","0.12","2.28","2.69","3.27","1.11","1.4","8.79","7.08","15.95","69.32","15.27","15.4",0.0364999994635582,0.0520999990403652,0.0821999981999397,0.0901999995112419,0.147799998521805,0.240899994969368,0.282499998807907,0.281800001859665,0.317499995231628,0.303700000047684,0.18359999358654,-0.0464037135243416,0.0220999997109175,0.0440800003707409,-0.00925999972969294,0.267744213342667,0.911308228969574,-0.0219800006598234,0.0300999991595745,-25.0882606506348,0.179589152336121,0.0720573887228966,-0.0665004178881645,1.09732365608215,0.2241250872612,18.7743530273438,0.515053749084473,0.216374933719635,0.329587161540985,0.304294764995575,-0.548351645469666,0.548351645469666,0.360150367021561,0.298463940620422,1.19885182380676,2.4282238483429,3.12416839599609,3.76187086105347,0.508628308773041,2.12416839599609,1.63457071781158,2.12416839599609,14.6350908279419,1.76753175258636,216.102981567383,6.83894729614258,328.36181640625,-0.263949811458588,0.910565614700317,16,-0.00659311655908823,0.0439441725611687,0.00331229018047452,512600,9056483,TRUE
40,"4.7","3.75","2.5","0.1","9.51","0.57","1.24","0.02","1.4","3.5","1.83","40.07","43.32","35.27","21.4",0.0251000002026558,0.034000001847744,0.0627999976277351,0.0419000014662743,0.0891000032424927,0.278800010681152,0.338600009679794,0.369500011205673,0.340299993753433,0.227400004863739,0.118199996650219,0.199617952108383,0.0496999993920326,-0.00413999985903502,-0.0152000002563,0.104084320366383,1.4988067150116,0.0538400001823902,0.0287999995052814,316.042602539062,0.469268530607224,0.246650129556656,0.295615285634995,0.667197465896606,0.297520667314529,18.7631912231445,0.796305298805237,0.436590433120728,0.539170503616333,0.551962196826935,-0.709461033344269,0.709461033344269,0.573328673839569,0.656064033508301,1.02411472797394,4.88375806808472,8.81861591339111,3.9256284236908,0.793557345867157,7.81861591339111,3.52913093566895,7.81861591339111,26.5727081298828,2.96961545944214,212.663848876953,11.6509666442871,224.494140625,-0.0320024415850639,1.52092909812927,8,-0.165163159370422,0.0181096401065588,-0.00346275186166167,512632,9056625,TRUE
41,"4.3","2.78","1.7","0.07","4.95","0.37","1.02","0.02","1.2","2.96","1.41","40.55","83.32","5.05","11.63",0.0234999991953373,0.0258000008761883,0.048700001090765,0.0210999995470047,0.0828000009059906,0.263099998235703,0.333000004291534,0.307099997997284,0.360799998044968,0.186100006103516,0.0775000005960464,0.395415484905243,0.050500001758337,-0.0191600006073713,-0.0125799998641014,-0.100213222205639,2.30805683135986,0.0696600005030632,0.0229000002145767,1824.49072265625,0.626634478569031,0.349965363740921,0.627272725105286,0.433264881372452,0.307382553815842,18.7632942199707,0.871419847011566,0.439405113458633,0.517990827560425,0.525301456451416,-0.72625070810318,0.72625070810318,0.585825502872467,0.774993360042572,0.983566462993622,5.3059549331665,14.5545024871826,2.73214888572693,0.869976878166199,13.5545024871826,4.39971351623535,13.5545024871826,50.6496315002441,3.81503629684448,211.058624267578,6.2400598526001,59.7533340454102,-0.1999451816082,0.859803438186646,128,-0.184997260570526,-0.0485826544463634,0.00212668743915856,512549,9056612,TRUE
42,"4.5","4.05","5.7","0.23","4.57","0.82","2.24","0.09","1.61","5.71","3.15","28.1","69.32","15.05","15.63",0.0221999995410442,0.0223999992012978,0.0414999984204769,0.0185000002384186,0.0729999989271164,0.279000014066696,0.363999992609024,0.360500007867813,0.383399993181229,0.184300005435944,0.0749000012874603,0.383333325386047,0.0421000011265278,-0.015599999576807,-0.0101399999111891,-0.0953545197844505,2.24324321746826,0.0577000007033348,0.0190999992191792,2341.205078125,0.612103044986725,0.339790165424347,0.611702144145966,0.445783138275146,0.298904538154602,18.7671871185303,0.902374684810638,0.521500468254089,0.583617746829987,0.62288635969162,-0.793532311916351,0.793532311916351,0.634508371353149,0.82376754283905,0.988596498966217,7.6867470741272,19.4864864349365,3.87240529060364,0.901389062404633,18.4864864349365,6.00833320617676,18.4864864349365,56.8279800415039,4.4143500328064,217.200302124023,3.62174320220947,141.009246826172,-0.0634800717234612,0.470146298408508,2,-0.235740318894386,-0.0138706974685192,-0.00736998487263918,512479,9056705,TRUE
43,"4.2","4.19","3.3","0.13","4.44","0.41","1.54","0.02","1.81","4.72","1.97","38.31","65.32","21.05","13.63",0.0208000000566244,0.0244999993592501,0.0546000003814697,0.0226000007241964,0.089199997484684,0.295199990272522,0.351300001144409,0.374300003051758,0.390899986028671,0.196700006723404,0.0844999998807907,0.414507776498795,0.062100000679493,-0.0229599997401237,-0.0203000009059906,-0.0403397046029568,2.41592931747437,0.0850600004196167,0.0300999991595745,1622.4267578125,0.686720252037048,0.397312849760056,0.607210636138916,0.413919419050217,0.38053098320961,18.7582530975342,0.886117398738861,0.5191450715065,0.588192641735077,0.627317249774933,-0.745395183563232,0.745395183563232,0.631531715393066,0.796396374702454,0.994597673416138,5.85531139373779,16.5619468688965,2.83754634857178,0.884882926940918,15.5619468688965,4.84844541549683,15.5619468688965,46.9194412231445,4.06963729858398,215.781112670898,3.14298939704895,47.614143371582,-0.018241235986352,0.415234267711639,128,-0.229606941342354,0.0115733435377479,-0.00278677698224783,512477,9056631,TRUE
44,"4.4","1.68","6.3","0.25","3.68","0.46","2.02","0.1","2.22","5.46","2.58","40.59","37.32","31.05","31.63",0.0227000005543232,0.0258000008761883,0.0498000010848045,0.0232999995350838,0.0860999971628189,0.274800002574921,0.339700013399124,0.343100011348724,0.375499993562698,0.201199993491173,0.0883999988436699,0.362517088651657,0.050500001758337,-0.0171799995005131,-0.0136799998581409,-0.0509164966642857,2.13733911514282,0.0676800012588501,0.0240000002086163,1438.7744140625,0.609798848628998,0.339609950780869,0.56025367975235,0.467871487140656,0.31746032834053,18.7632942199707,0.872816622257233,0.476914823055267,0.553670346736908,0.576233744621277,-0.746500372886658,0.746500372886658,0.607522785663605,0.77569192647934,0.992182612419128,5.8895583152771,14.7253217697144,3.22342777252197,0.87138694524765,13.7253217697144,4.69357061386108,13.7253217697144,45.8330574035645,3.83735871315002,216.419189453125,4.39092779159546,124.985656738281,-0.1383897960186,0.609075486660004,2,-0.198420226573944,-0.012368462048471,-0.00705330446362495,512469,9056525,TRUE
45,"4.2","3.69","2.5","0.1","2.92","0.52","1.25","0.04","1.81","4.26","1.81","42.44","47.4","28.39","24.21",0.0239000003784895,0.0274999998509884,0.0513999983668327,0.0252000000327826,0.0861999988555908,0.270500004291534,0.343300014734268,0.3192999958992,0.357899993658066,0.187000006437302,0.0819000005722046,0.342036545276642,0.0500999987125397,-0.0161199998110533,-0.0129000004380941,-0.0436432622373104,2.03968262672424,0.0662200003862381,0.0239000003784895,1196.19714355469,0.584402799606323,0.322186499834061,0.533604860305786,0.490272372961044,0.302915096282959,18.7633762359619,0.853700995445251,0.438497096300125,0.522380113601685,0.531111717224121,-0.72268682718277,0.72268682718277,0.58295339345932,0.746223568916321,0.9921795129776,5.2120623588562,12.6706352233887,3.04560256004333,0.85198712348938,11.6706352233887,4.16840744018555,11.6706352233887,42.8143920898438,3.55958342552185,225.419189453125,5.09892225265503,153.029098510742,0.143248528242111,0.672562837600708,4,-0.190438076853752,-0.0348619073629379,0.00688464706763625,512382,9056468,TRUE
46,"4.4","2.46","4.5","0.18","9.01","0.99","2.28","0.05","1.81","5.71","3.32","31.68","45.4","30.39","24.21",0.0452999994158745,0.0557999983429909,0.0815000012516975,0.0916000008583069,0.140300005674362,0.229499995708466,0.269400000572205,0.270799994468689,0.342900007963181,0.302599996328354,0.189300000667572,-0.0583477765321732,0.015599999576807,0.046739999204874,-0.00337999989278615,0.242876529693604,0.889737963676453,-0.031139999628067,0.0256999991834164,-31.3698387145996,0.130256190896034,0.0502577312290668,-0.0861040055751801,1.12392640113831,0.187181353569031,18.7770118713379,0.494481235742569,0.200098261237144,0.311688303947449,0.28527694940567,-0.537326157093048,0.537326157093048,0.343032151460648,0.281286776065826,1.19977676868439,2.32269930839539,2.9563319683075,3.73446941375732,0.487604081630707,1.95633184909821,1.56441366672516,1.95633184909821,14.6097927093506,1.71939873695374,220,2.94282364845276,13.4367799758911,-0.145369097590446,0.409690290689468,64,-0.0002599353028927,0.0413669049739838,0.000227920041652396,512318,9056669,TRUE
